20050823, 1800,  , TD, 23.1N,  75.1W,  30, 1008,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
20050824, 0000,  , TD, 23.4N,  75.7W,  30, 1007,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
20050824, 0600,  , TD, 23.8N,  76.2W,  30, 1007,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
20050824, 1200,  , TS, 24.5N,  76.5W,  35, 1006,   60,   60,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
20050824, 1800,  , TS, 25.4N,  76.9W,  40, 1003,   60,   60,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
20050825, 0000,  , TS, 26.0N,  77.7W,  45, 1000,   60,   60,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
20050825, 0600,  , TS, 26.1N,  78.4W,  50,  997,   60,   60,    0,    0,   15,    0,    0,    0,    0,    0,    0,    0,
20050825, 1200,  , TS, 26.2N,  79.0W,  55,  994,   60,   60,   30,   50,   20,   20,    0,    0,    0,    0,    0,    0,
20050825, 1800,  , TS, 26.2N,  79.6W,  60,  988,   70,   70,   50,   60,   25,   25,   20,   20,    0,    0,    0,    0,
20050825, 2230, L, HU, 26.0N,  80.1W,  70,  984, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20050826, 0000,  , HU, 25.9N,  80.3W,  70,  983,   70,   70,   50,   40,   20,   20,   20,   20,   10,   10,   10,   10,
20050826, 0600,  , HU, 25.4N,  81.3W,  65,  987,   75,   75,   40,   30,   60,   60,   20,   20,   10,   10,   10,   10,
20050826, 1200,  , HU, 25.1N,  82.0W,  75,  979,   75,   75,   45,   25,   60,   60,   25,   20,   20,   20,   10,   10,
20050826, 1800,  , HU, 24.9N,  82.6W,  85,  968,   75,   75,   55,   35,   60,   60,   35,   20,   20,   20,   15,   10,
20050827, 0000,  , HU, 24.6N,  83.3W,  90,  959,   90,   75,   75,   75,   60,   60,   40,   30,   25,   25,   20,   15,
20050827, 0600,  , HU, 24.4N,  84.0W,  95,  950,  130,   90,   90,  130,   60,   60,   45,   60,   35,   30,   30,   25,
20050827, 1200,  , HU, 24.4N,  84.7W, 100,  942,  130,   90,   90,  130,   60,   60,   45,   60,   35,   30,   30,   25,
20050827, 1800,  , HU, 24.5N,  85.3W, 100,  948,  140,   90,   90,  130,   70,   70,   60,   70,   45,   35,   35,   35,
20050828, 0000,  , HU, 24.8N,  85.9W, 100,  941,  140,  100,  100,  140,   80,   80,   65,   80,   60,   45,   45,   50,
20050828, 0600,  , HU, 25.2N,  86.7W, 125,  930,  160,  160,  125,  140,  100,  100,   75,  100,   75,   75,   50,   75,
20050828, 1200,  , HU, 25.7N,  87.7W, 145,  909,  180,  180,  125,  140,  120,  120,   75,  100,   90,   90,   50,   75,
20050828, 1800,  , HU, 26.3N,  88.6W, 150,  902,  200,  180,  125,  180,  120,  120,   75,  120,   90,   90,   50,   90,
20050829, 0000,  , HU, 27.2N,  89.2W, 140,  905,  200,  200,  150,  180,  120,  120,   75,  100,   90,   90,   60,   80,
20050829, 0600,  , HU, 28.2N,  89.6W, 125,  913,  200,  200,  150,  150,  120,  120,   75,  100,   90,   90,   60,   70,
20050829, 1110, L, HU, 29.3N,  89.6W, 110,  920, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20050829, 1200,  , HU, 29.5N,  89.6W, 110,  923,  200,  200,  150,  100,  120,  120,   75,   75,   90,   90,   60,   60,
20050829, 1445, L, HU, 30.2N,  89.6W, 105,  928, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20050829, 1800,  , HU, 31.1N,  89.6W,  80,  948,  100,  180,  100,  100,   75,  100,   75,   75,   50,   50,   30,   30,
20050830, 0000,  , TS, 32.6N,  89.1W,  50,  961,   75,   90,   90,   50,   50,   60,    0,    0,    0,    0,    0,    0,
20050830, 0600,  , TS, 34.1N,  88.6W,  40,  978,   75,   90,   75,   50,    0,    0,    0,    0,    0,    0,    0,    0,
20050830, 1200,  , TD, 35.6N,  88.0W,  30,  985,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
20050830, 1800,  , TD, 37.0N,  87.0W,  30,  990,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
20050831, 0000,  , EX, 38.6N,  85.3W,  30,  994,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
20050831, 0600,  , EX, 40.1N,  82.9W,  25,  996,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
