20170916, 1200,  , TD, 12.2N,  49.7W,  30, 1006,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
20170916, 1800,  , TS, 12.2N,  51.7W,  40, 1004,   40,    0,    0,   40,    0,    0,    0,    0,    0,    0,    0,    0,
20170917, 0000,  , TS, 12.4N,  53.1W,  45, 1002,   40,   30,    0,   40,    0,    0,    0,    0,    0,    0,    0,    0,
20170917, 0600,  , TS, 12.8N,  54.4W,  55,  994,   50,   40,    0,   50,   20,   20,    0,   20,    0,    0,    0,    0,
20170917, 1200,  , TS, 13.3N,  55.7W,  60,  990,   60,   40,   30,   50,   30,   20,    0,   20,    0,    0,    0,    0,
20170917, 1800,  , HU, 13.6N,  57.0W,  65,  986,   70,   60,   40,   60,   30,   20,    0,   20,   15,    0,    0,   10,
20170918, 0000,  , HU, 14.0N,  58.0W,  75,  979,   90,   60,   40,   70,   30,   20,   20,   20,   15,   10,   10,   10,
20170918, 0600,  , HU, 14.3N,  59.0W,  80,  977,   90,   60,   40,   70,   30,   20,   20,   30,   15,   10,   10,   10,
20170918, 1200,  , HU, 14.5N,  59.7W, 100,  967,  110,   90,   70,   90,   30,   30,   30,   30,   15,   15,   15,   15,
20170918, 1800,  , HU, 14.9N,  60.4W, 110,  956,  110,   90,   80,   90,   30,   30,   30,   30,   20,   15,   15,   20,
20170919, 0000,  , HU, 15.3N,  61.1W, 145,  924,  110,  110,   80,   90,   40,   40,   30,   40,   25,   25,   20,   25,
20170919, 0115, L, HU, 15.4N,  61.3W, 145,  922,  110,  110,   80,   90,   40,   40,   30,   40,   25,   25,   20,   25,
20170919, 0600,  , HU, 15.7N,  61.9W, 135,  940,  110,  110,   80,  100,   50,   50,   30,   50,   25,   25,   20,   25,
20170919, 1200,  , HU, 16.1N,  62.7W, 140,  931,  120,  110,   80,  100,   80,   50,   40,   80,   25,   25,   20,   30,
20170919, 1800,  , HU, 16.6N,  63.5W, 145,  920,  120,  110,   80,  100,   80,   60,   60,   80,   30,   30,   30,   30,
20170920, 0000,  , HU, 17.0N,  64.3W, 150,  909,  130,  110,  100,  110,   80,   70,   60,   80,   50,   45,   35,   40,
20170920, 0300, I, HU, 17.3N,  64.7W, 150,  908,  130,  110,  100,  110,   80,   70,   60,   80,   50,   45,   35,   40,
20170920, 0600,  , HU, 17.6N,  65.1W, 140,  913,  130,  110,  100,  110,   80,   70,   60,   80,   50,   45,   35,   40,
20170920, 1015, L, HU, 18.0N,  65.9W, 135,  920,  130,  110,  100,  110,   80,   70,   60,   80,   50,   45,   35,   40,
20170920, 1200,  , HU, 18.2N,  66.2W, 115,  935,  130,  110,  100,  110,   80,   70,   60,   80,   50,   45,   35,   40,
20170920, 1800,  , HU, 18.6N,  67.0W,  95,  959,  130,  110,  100,  110,   70,   70,   60,   70,   50,   45,   35,   40,
20170921, 0000,  , HU, 19.0N,  67.6W,  95,  958,  130,  110,  110,  110,   70,   70,   60,   70,   50,   30,   40,   40,
20170921, 0600,  , HU, 19.4N,  68.2W, 100,  959,  130,  110,  110,  110,   70,   70,   60,   70,   50,   30,   40,   40,
20170921, 1200,  , HU, 19.9N,  68.8W, 100,  959,  130,  110,  110,  110,   80,   80,   60,   80,   50,   50,   40,   50,
20170921, 1800,  , HU, 20.5N,  69.5W, 105,  960,  140,  130,  110,  110,   90,   80,   60,   80,   60,   50,   40,   50,
20170922, 0000,  , HU, 20.8N,  70.0W, 110,  953,  140,  120,  100,  120,   90,   80,   60,   80,   60,   50,   40,   50,
20170922, 0600,  , HU, 21.2N,  70.5W, 110,  959,  140,  120,  100,  130,   90,   80,   60,   80,   60,   50,   40,   50,
20170922, 1200,  , HU, 21.9N,  70.9W, 110,  958,  140,  120,  100,  130,   90,   80,   60,   90,   60,   40,   40,   40,
20170922, 1800,  , HU, 22.8N,  71.2W, 110,  959,  140,  130,  100,  120,   80,   60,   60,   70,   50,   40,   35,   30,
20170923, 0000,  , HU, 23.7N,  71.6W, 105,  953,  160,  130,  100,  120,   80,   60,   60,   70,   50,   40,   35,   30,
20170923, 0600,  , HU, 24.4N,  71.9W, 100,  952,  170,  170,  100,  120,   90,   90,   60,   70,   50,   40,   35,   30,
20170923, 1200,  , HU, 25.1N,  72.1W, 100,  952,  170,  170,  100,  150,   90,   90,   60,   70,   50,   40,   35,   40,
20170923, 1800,  , HU, 25.9N,  72.3W, 100,  952,  210,  200,  100,  150,   90,   80,   60,   80,   50,   40,   35,   45,
20170924, 0000,  , HU, 26.6N,  72.4W, 100,  945,  210,  200,  100,  150,  100,   80,   60,   80,   50,   40,   35,   45,
20170924, 0600,  , HU, 27.5N,  72.6W,  95,  942,  210,  200,  120,  160,  100,   80,   60,   80,   50,   40,   35,   45,
20170924, 1200,  , HU, 28.4N,  72.8W,  95,  947,  210,  200,  120,  160,  100,   80,   60,   80,   50,   40,   35,   45,
20170924, 1800,  , HU, 29.1N,  72.9W,  90,  943,  200,  200,  140,  160,  100,  100,   70,   90,   50,   40,   35,   45,
20170925, 0000,  , HU, 29.7N,  72.9W,  85,  947,  200,  200,  140,  160,  100,  100,   70,   90,   50,   40,   35,   45,
20170925, 0600,  , HU, 30.3N,  72.9W,  75,  954,  200,  200,  160,  170,  100,  100,   90,   90,   60,   60,    0,    0,
20170925, 1200,  , HU, 30.8N,  73.0W,  70,  961,  200,  200,  160,  160,  120,  120,   90,   90,   80,   80,    0,    0,
20170925, 1800,  , HU, 31.4N,  73.1W,  70,  966,  180,  180,  160,  160,  120,  120,   90,   90,   90,   90,    0,    0,
20170926, 0000,  , HU, 32.0N,  73.1W,  70,  966,  180,  180,  160,  160,  120,  120,   90,   90,   90,   90,    0,    0,
20170926, 0600,  , HU, 32.6N,  73.1W,  65,  970,  200,  210,  160,  160,  120,  120,   90,   90,   90,   90,    0,    0,
20170926, 1200,  , HU, 33.3N,  73.1W,  65,  970,  200,  210,  160,  160,  120,  120,   90,   90,   90,   90,    0,    0,
20170926, 1800,  , HU, 33.9N,  73.1W,  65,  975,  200,  200,  160,  160,  120,  120,   80,  100,   90,   90,    0,   90,
20170927, 0000,  , HU, 34.4N,  73.0W,  65,  975,  200,  200,  160,  160,  120,  120,   80,  100,   90,   90,    0,   90,
20170927, 0600,  , HU, 34.9N,  72.9W,  65,  976,  200,  200,  160,  150,  120,  120,    0,  100,   90,    0,    0,   90,
20170927, 1200,  , HU, 35.4N,  72.8W,  65,  977,  200,  200,  160,  150,  120,  120,    0,  100,   90,    0,    0,   90,
20170927, 1800,  , HU, 36.0N,  72.6W,  65,  979,  200,  200,  160,  150,  120,  120,    0,  100,   90,    0,    0,   90,
20170928, 0000,  , HU, 36.6N,  72.2W,  65,  979,  200,  200,  160,  150,  120,  120,    0,  100,   90,    0,    0,   90,
20170928, 0600,  , TS, 36.7N,  71.3W,  60,  982,  180,  210,  160,  150,   90,   90,   70,   80,    0,    0,    0,    0,
20170928, 1200,  , TS, 36.8N,  70.0W,  60,  982,  180,  210,  160,  150,   90,   90,   70,   80,    0,    0,    0,    0,
20170928, 1800,  , TS, 36.8N,  68.6W,  55,  985,  180,  210,  160,  150,   90,   90,   70,   80,    0,    0,    0,    0,
20170929, 0000,  , TS, 36.9N,  66.8W,  55,  985,  180,  200,  160,  150,   90,   90,   70,   80,    0,    0,    0,    0,
20170929, 0600,  , TS, 37.0N,  64.6W,  50,  987,  100,  210,  220,  180,    0,   90,  100,    0,    0,    0,    0,    0,
20170929, 1200,  , TS, 37.0N,  62.0W,  50,  988,  100,  210,  220,  180,    0,   90,  100,    0,    0,    0,    0,    0,
20170929, 1800,  , TS, 37.4N,  59.0W,  50,  988,  100,  220,  220,  180,    0,  100,  100,    0,    0,    0,    0,    0,
20170930, 0000,  , TS, 38.1N,  55.6W,  50,  988,  100,  220,  220,  180,    0,  100,  100,    0,    0,    0,    0,    0,
20170930, 0600,  , TS, 39.1N,  52.2W,  50,  988,  110,  200,  200,  180,    0,  100,  100,    0,    0,    0,    0,    0,
20170930, 1200,  , TS, 40.0N,  48.8W,  50,  988,  110,  200,  200,  180,    0,  100,  100,    0,    0,    0,    0,    0,
20170930, 1800,  , EX, 41.2N,  45.6W,  45,  991,  110,  200,  200,  150,    0,    0,    0,    0,    0,    0,    0,    0,
20171001, 0000,  , EX, 42.2N,  42.6W,  45,  994,  110,  200,  200,  150,    0,    0,    0,    0,    0,    0,    0,    0,
20171001, 0600,  , EX, 43.4N,  39.4W,  45,  996,  110,  200,  200,  150,    0,    0,    0,    0,    0,    0,    0,    0,
20171001, 1200,  , EX, 44.9N,  35.5W,  45,  999,  110,  200,  200,  150,    0,    0,    0,    0,    0,    0,    0,    0,
20171001, 1800,  , EX, 46.5N,  31.0W,  45, 1003,  110,  200,  200,  150,    0,    0,    0,    0,    0,    0,    0,    0,
20171002, 0000,  , EX, 47.5N,  26.5W,  40, 1005,    0,    0,  200,  150,    0,    0,    0,    0,    0,    0,    0,    0,
20171002, 0600,  , EX, 48.0N,  22.0W,  40, 1012,    0,    0,  200,  150,    0,    0,    0,    0,    0,    0,    0,    0,
20171002, 1200,  , EX, 48.0N,  17.0W,  30, 1016,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
