20070813, 0600,  , TD, 12.2N,  28.9W,  30, 1006,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
20070813, 1200,  , TD, 12.1N,  30.7W,  30, 1005,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
20070813, 1800,  , TD, 12.0N,  32.4W,  30, 1005,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
20070814, 0000,  , TD, 11.9N,  34.5W,  30, 1005,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
20070814, 0600,  , TD, 11.8N,  36.5W,  30, 1005,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
20070814, 1200,  , TS, 11.8N,  38.3W,  35, 1004,   30,    0,    0,   30,    0,    0,    0,    0,    0,    0,    0,    0,
20070814, 1800,  , TS, 11.8N,  40.1W,  40, 1002,   45,   30,    0,   45,    0,    0,    0,    0,    0,    0,    0,    0,
20070815, 0000,  , TS, 11.9N,  41.7W,  50,  997,   45,   45,   30,   45,   25,    0,    0,    0,    0,    0,    0,    0,
20070815, 0600,  , TS, 12.0N,  43.4W,  50,  997,   45,   45,   30,   45,   20,    0,    0,    0,    0,    0,    0,    0,
20070815, 1200,  , TS, 12.3N,  45.1W,  50,  997,   45,   45,   30,   45,   20,    0,    0,   20,    0,    0,    0,    0,
20070815, 1800,  , TS, 12.8N,  47.0W,  55,  994,   60,   45,   30,   45,   20,    0,    0,   20,    0,    0,    0,    0,
20070816, 0000,  , TS, 13.0N,  49.2W,  60,  991,   60,   45,   30,   45,   20,    0,    0,   20,    0,    0,    0,    0,
20070816, 0600,  , HU, 13.2N,  51.3W,  70,  984,   60,   45,   30,   60,   30,   20,    0,   30,   20,    0,    0,   15,
20070816, 1200,  , HU, 13.5N,  53.3W,  80,  972,   90,   75,   40,   75,   40,   20,   10,   40,   20,   15,    5,   15,
20070816, 1800,  , HU, 13.8N,  55.5W,  80,  972,  120,   75,   40,  120,   50,   25,   10,   50,   20,   20,    5,   20,
20070817, 0000,  , HU, 14.0N,  57.7W,  80,  976,  120,   75,   40,  120,   50,   25,   10,   50,   20,   20,    5,   20,
20070817, 0600,  , HU, 14.2N,  59.8W,  80,  975,  120,   90,   40,  120,   50,   35,   10,   50,   20,   20,    5,   20,
20070817, 1200,  , HU, 14.4N,  61.7W,  90,  967,  120,  100,   50,  160,   80,   50,   20,   50,   20,   20,   10,   20,
20070817, 1800,  , HU, 14.8N,  63.5W, 110,  961,  160,  120,   70,  160,   80,   60,   30,   70,   25,   20,   20,   25,
20070818, 0000,  , HU, 14.9N,  65.1W, 125,  944,  180,  120,  100,  180,  100,   60,   50,  100,   50,   30,   30,   50,
20070818, 0600,  , HU, 15.0N,  66.6W, 145,  929,  180,  120,  100,  180,  100,   60,   50,  100,   50,   30,   30,   50,
20070818, 1200,  , HU, 15.4N,  68.0W, 145,  923,  200,  120,  100,  180,  100,   60,   50,  100,   50,   35,   30,   50,
20070818, 1800,  , HU, 15.9N,  69.5W, 130,  930,  200,  130,  100,  150,  100,   60,   50,  100,   50,   40,   30,   50,
20070819, 0000,  , HU, 16.1N,  71.0W, 120,  920,  180,  120,  100,  150,   90,   70,   70,   90,   50,   40,   40,   50,
20070819, 0600,  , HU, 16.4N,  72.6W, 120,  921,  180,  120,  100,  150,   90,   70,   70,   90,   50,   40,   40,   50,
20070819, 1200,  , HU, 16.8N,  74.3W, 125,  923,  180,  150,  100,  150,   90,   70,   70,   90,   50,   40,   40,   50,
20070819, 1800,  , HU, 17.1N,  76.0W, 125,  930,  180,  150,   75,  120,   80,   70,   50,   80,   50,   50,   30,   50,
20070820, 0000,  , HU, 17.5N,  77.8W, 125,  926,  180,  150,   75,  120,   80,   70,   50,   80,   50,   50,   30,   50,
20070820, 0600,  , HU, 17.6N,  79.8W, 130,  926,  180,  150,   75,  120,   80,   70,   50,   75,   50,   40,   30,   50,
20070820, 1200,  , HU, 17.8N,  81.5W, 130,  926,  150,  150,   85,  120,   90,   75,   50,   75,   50,   40,   30,   50,
20070820, 1800,  , HU, 18.0N,  83.3W, 135,  924,  150,  150,   85,  120,   90,   75,   50,   75,   50,   40,   30,   50,
20070821, 0000,  , HU, 18.2N,  85.1W, 145,  914,  150,  150,   90,  125,  100,   75,   50,  100,   50,   40,   30,   50,
20070821, 0600,  , HU, 18.6N,  86.9W, 150,  907,  180,  180,   90,  125,  100,   75,   50,  100,   50,   40,   30,   50,
20070821, 0830, L, HU, 18.7N,  87.7W, 150,  905, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20070821, 1200,  , HU, 18.9N,  88.7W, 110,  935,  210,  210,   75,   90,   60,   60,   40,   60,   40,   40,   20,   30,
